name	seq_ID	library	location	sample	Latitude	Longitude	country_code
SRR3301101	9761	SRR3301101	LBN	9761_SRR3301101	33.92	35.7	LBN
SRR771817	9766	SRR771817	KGZ	9766_SRR771817	42.26	74.16	KGZ
SRR3301102	9768	SRR3301102	GER	9768_SRR3301102	48.57	9.16	DEU
SRR3301104	9769	SRR3301104	GER	9769_SRR3301104	48.55	8.99	DEU
SRR3301109	9771	SRR3301109	GER	9771_SRR3301109	48.56	9.11	DEU
SRR3301112	9772	SRR3301112	GER	9772_SRR3301112	48.41	8.85	DEU
SRR3301114	9774	SRR3301114	GER	9774_SRR3301114	48.59	9.22	DEU
SRR3301120	9776	SRR3301120	GER	9776_SRR3301120	48.43	8.79	DEU
SRR3301122	9777	SRR3301122	GER	9777_SRR3301122	48.57	9.17	DEU
SRR3301124	9778	SRR3301124	GER	9778_SRR3301124	48.41	8.84	DEU
SRR3301127	9779	SRR3301127	GER	9779_SRR3301127	48.5	8.78	DEU
SRR3301132	9781	SRR3301132	GER	9781_SRR3301132	48.52	9.11	DEU
SRR3301134	9782	SRR3301134	GER	9782_SRR3301134	48.53	9.09	DEU
SRR3301137	9784	SRR3301137	GER	9784_SRR3301137	48.5	8.8	DEU
SRR3301141	9785	SRR3301141	GER	9785_SRR3301141	48.54	9.02	DEU
SRR3301147	9787	SRR3301147	GER	9787_SRR3301147	48.5	9	DEU
SRR3301149	9788	SRR3301149	GER	9788_SRR3301149	48.53	9.01	DEU
SRR3301152	9789	SRR3301152	GER	9789_SRR3301152	48.39	8.96	DEU
SRR3301155	9790	SRR3301155	GER	9790_SRR3301155	48.58	9.18	DEU
SRR3301156	9791	SRR3301156	GER	9791_SRR3301156	48.6	9.2	DEU
SRR3301164	9793	SRR3301164	GER	9793_SRR3301164	48.57	9.16	DEU
SRR3301167	9795	SRR3301167	GER	9795_SRR3301167	48.5	9.11	DEU
SRR3301174	9798	SRR3301174	GER	9798_SRR3301174	48.54	9.01	DEU
SRR3301177	9799	SRR3301177	GER	9799_SRR3301177	48.39	8.85	DEU
SRR3301179	9800	SRR3301179	GER	9800_SRR3301179	48.54	9.01	DEU
SRR3301181	9801	SRR3301181	GER	9801_SRR3301181	48.54	9.01	DEU
SRR3301186	9802	SRR3301186	GER	9802_SRR3301186	48.51	9.11	DEU
SRR3301188	9803	SRR3301188	GER	9803_SRR3301188	48.42	8.76	DEU
SRR3301191	9804	SRR3301191	GER	9804_SRR3301191	48.45	8.87	DEU
SRR3301193	9805	SRR3301193	GER	9805_SRR3301193	48.54	9.09	DEU
SRR3301198	9807	SRR3301198	GER	9807_SRR3301198	48.6	9.22	DEU
SRR3301203	9809	SRR3301203	GER	9809_SRR3301203	48.52	9.05	DEU
SRR3301207	9810	SRR3301207	GER	9810_SRR3301207	48.53	9.07	DEU
SRR3301214	9812	SRR3301214	GER	9812_SRR3301214	48.52	9.03	DEU
SRR3301216	9813	SRR3301216	GER	9813_SRR3301216	48.4	8.77	DEU
SRR3301220	9814	SRR3301220	GER	9814_SRR3301220	48.42	8.79	DEU
SRR3301222	9815	SRR3301222	GER	9815_SRR3301222	48.54	9.02	DEU
SRR3301225	9816	SRR3301225	GER	9816_SRR3301225	48.55	9.06	DEU
SRR3301230	9819	SRR3301230	ESP	9819_SRR3301230	42.35	-3.03	ESP
SRR3301269	9837	SRR3301269	ESP	9837_SRR3301269	37.94	-5.6	ESP
SRR3301304	9848	SRR3301304	ESP	9848_SRR3301304	40.11	-5.77	ESP
SRR3301347	9868	SRR3301347	ESP	9868_SRR3301347	41.78	2.37	ESP
SRR3301374	9879	SRR3301374	ESP	9879_SRR3301374	37.6	-1.12	ESP
SRR4295459	9909	SRR4295459	FRA	9909_SRR4295459	50.59	3.3	FRA
SRR3301442	9910	SRR3301442	FRA	9910_SRR3301442	50.68	3.52	FRA
SRR3301451	9915	SRR3301451	FRA	9915_SRR3301451	47.45	3.94	FRA
SRR4295461	9918	SRR4295461	FRA	9918_SRR4295461	47.43	5.21	FRA
SRR1139182	991	SRR1139182	SWE	991_SRR1139182	55.3833	14.05	SWE
SRR3301461	9920	SRR3301461	FRA	9920_SRR3301461	48.54	4.32	FRA
SRR3301464	9921	SRR3301464	FRA	9921_SRR3301464	48.57	4.41	FRA
SRR3301471	9924	SRR3301471	FRA	9924_SRR3301471	48.59	4.24	FRA
SRR4295462	9925	SRR4295462	FRA	9925_SRR4295462	48.91	4.52	FRA
SRR3301474	9928	SRR3301474	FRA	9928_SRR3301474	44.12	3.77	FRA
SRR3301479	9929	SRR3301479	FRA	9929_SRR3301479	43.92	3.71	FRA
SRR1139186	992	SRR1139186	SWE	992_SRR1139186	55.3833	14.05	SWE
SRR3301483	9932	SRR3301483	FRA	9932_SRR3301483	44.12	4.33	FRA
SRR3301486	9933	SRR3301486	FRA	9933_SRR3301486	43.74	3.89	FRA
SRR3301494	9937	SRR3301494	FRA	9937_SRR3301494	50.79	2.69	FRA
SRR3301495	9938	SRR3301495	FRA	9938_SRR3301495	50.65	2.99	FRA
SRR3301499	9939	SRR3301499	MAR	9939_SRR3301499	31.48	-7.45	MAR
SRR3301531	9951	SRR3301531	RUS	9951_SRR3301531	51.3333	82.5667	RUS
SRR4295464	9955	SRR4295464	RUS	9955_SRR4295464	54.09	60.46	RUS
SRR3301537	9956	SRR3301537	RUS	9956_SRR3301537	54.06	60.48	RUS
SRR3301542	9957	SRR3301542	RUS	9957_SRR3301542	53.04	51.75	RUS
SRR3301543	9958	SRR3301543	RUS	9958_SRR3301543	53.33	49.48	RUS
SRR4295465	9959	SRR4295465	RUS	9959_SRR4295465	53.33	49.48	RUS
SRR4295466	9960	SRR4295466	RUS	9960_SRR4295466	51.31	57.56	RUS
SRR3301549	9962	SRR3301549	ITA	9962_SRR3301549	40.57	15.32	ITA
SRR3301551	9963	SRR3301551	ITA	9963_SRR3301551	39.18	16.26	ITA
SRR3301554	9964	SRR3301554	ITA	9964_SRR3301554	38.36	16.23	ITA
SRR3301556	9965	SRR3301556	ITA	9965_SRR3301556	38.38	16.22	ITA
SRR3301558	9966	SRR3301558	ITA	9966_SRR3301558	40.28	15.65	ITA
SRR4295467	9968	SRR4295467	ITA	9968_SRR4295467	39.27	16.27	ITA
SRR3301560	9969	SRR3301560	ITA	9969_SRR3301560	40.18	16.45	ITA
SRR4295468	9970	SRR4295468	ITA	9970_SRR4295468	46.37	11.24	ITA
SRR3301569	9976	SRR3301569	ITA	9976_SRR3301569	46.25	11.17	ITA
SRR4295469	9979	SRR4295469	ITA	9979_SRR4295469	46.36	11.23	ITA
SRR3301571	997	SRR3301571	SWE	997_SRR3301571	55.3833	14.05	SWE
SRR4295470	9982	SRR4295470	ITA	9982_SRR4295470	39.01	16.47	ITA
SRR3301579	9983	SRR3301579	ITA	9983_SRR3301579	41.62	12.87	ITA
SRR3301581	9985	SRR3301581	BUL	9985_SRR3301581	41.43	23.65	BGR
SRR3301584	9986	SRR3301584	SWE	9986_SRR3301584	57.6781	14.9986	SWE
SRR3301587	9987	SRR3301587	BUL	9987_SRR3301587	41.43	23.5	BGR
SRR4295472	9988	SRR4295472	GEO	9988_SRR4295472	41.7942	43.4767	GEO
SRR3301593	9991	SRR3301593	GEO	9991_SRR3301593	41.2381	46.3728	GEO
SRR4295473	9993	SRR4295473	TUR	9993_SRR4295473	38.6425	42.2394	TUR
SRR3301604	9998	SRR3301604	GER	9998_SRR3301604	48.43	8.82	DEU
SRR4295310	5822	SRR4295310	UK	5822_SRR4295310	56.7333	-5.98333	GBR
SRR1138746	5856	SRR1138746	SWE	5856_SRR1138746	63.0167	17.4914	SWE
ara12_I	4373_A	4373_A	ara12	4373_A_ara12_I	NA	NA	NA
ara12_II	4373_B	4373_B	ara12	4373_B_ara12_II	NA	NA	NA
ara12_III	4373_C	4373_C	ara12	4373_C_ara12_III	NA	NA	NA
ara1-SALK_I	4373_D	4373_D	ara1-SALK	4373_D_ara1-SALK_I	NA	NA	NA
ara1-SALK_II	4373_E	4373_E	ara1-SALK	4373_E_ara1-SALK_II	NA	NA	NA
ara1-SALK_III	4373_F	4373_F	ara1-SALK	4373_F_ara1-SALK_III	NA	NA	NA
ARA1-OE_I	4373_G	4373_G	ARA1-OE	4373_G_ARA1-OE_I	NA	NA	NA
ARA1-OE_II	4373_H	4373_H	ARA1-OE	4373_H_ARA1-OE_II	NA	NA	NA
ARA1-OE_III	4373_I	4373_I	ARA1-OE	4373_I_ARA1-OE_III	NA	NA	NA
ara1-SAIL_I	4373_J	4373_J	ara1-SAIL	4373_J_ara1-SAIL_I	NA	NA	NA
ara1-SAIL_II	4373_K	4373_K	ara1-SAIL	4373_K_ara1-SAIL_II	NA	NA	NA
ara1-SAIL_III	4373_L	4373_L	ara1-SAIL	4373_L_ara1-SAIL_III	NA	NA	NA
cmt2-5_I	4373_M	4373_M	cmt2-5	4373_M_cmt2-5_I	NA	NA	NA
cmt2-5_II	4373_N	4373_N	cmt2-5	4373_N_cmt2-5_II	NA	NA	NA
cmt2-5_III	4373_O	4373_O	cmt2-5	4373_O_cmt2-5_III	NA	NA	NA
Col-3_I	4373_P	4373_P	Col-3	4373_P_Col-3_I	NA	NA	NA
Col-3_II	4373_Q	4373_Q	Col-3	4373_Q_Col-3_II	NA	NA	NA
Col-3_III	4373_R	4373_R	Col-3	4373_R_Col-3_III	NA	NA	NA
Col-0_I	6909	4373_S	Col-0	4373_S_Col-0_I	NA	NA	NA
Col-0_II	6909	4373_T	Col-0	4373_T_Col-0_II	NA	NA	NA
Col-0_III	6909	4373_U	Col-0	4373_U_Col-0_III	NA	NA	NA
Cvi-0_I	6911	4373_V	Cvi-0	4373_V_Cvi-0_I	NA	NA	NA
Cvi-0_II	6911	4373_W	Cvi-0	4373_W_Cvi-0_II	NA	NA	NA
Cvi-0_III	6911	4373_X	Cvi-0	4373_X_Cvi-0_III	NA	NA	NA
cmt2_5-7	4373_Y	4373_Y	cmt2	4373_Y_cmt2_5-7	NA	NA	NA
cmt2_21-30	4373_Z	4373_Z	cmt2	4373_Z_cmt2_21-30	NA	NA	NA
cmt2_24-19	4373_AA	4373_AA	cmt2	4373_AA_cmt2_24-19	NA	NA	NA
