geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G02190	5.81944732244298	1.54710404920849	0.380107795512673	4.07017184986124	4.69784708343493e-05	0.0164090988860993
AT1G02920	85.8475850891956	-0.898233635811563	0.241434391696271	-3.72040465942217	0.000198903820693512	0.0473758343326772
AT1G03220	290.926520764365	-0.878166237596183	0.184463741138044	-4.76064419044285	1.92976004468672e-06	0.00117334771161521
AT1G11070	109.65778716026	0.827723413535672	0.205946312593575	4.0191222805195	5.84153494580112e-05	0.0196715936044063
AT1G21870	19.5746056426412	1.79254628591887	0.381033276829268	4.704435005875	2.54569945804073e-06	0.00142879013941163
AT1G22380	10.4572435194887	-0.815540326137435	0.21920428072029	-3.72045802872839	0.000198861790215348	0.0473758343326772
AT1G23170	60.8955476955682	0.447498161349949	0.11356398504062	3.94049364496928	8.13141049656214e-05	0.0250072614779141
AT1G24370	7.66044738773714	-1.05899875199624	0.253980529582428	-4.16960604711452	3.05126613280141e-05	0.011515373169119
AT1G26558	9.05234121651466	-1.32636248812838	0.273547886229135	-4.8487396719175	1.24248349121553e-06	0.000869918729771473
AT1G27595	275.083638492495	-0.370797290318715	0.0984532396512709	-3.76622741549296	0.000165732843010637	0.0416819886444749
AT1G29410	8.98125130966488	-2.06385211968301	0.246541607190522	-8.37121223959618	5.70284885426316e-17	4.16098861903221e-13
AT1G35190	73.8063669185345	-0.66076028417018	0.101730430572442	-6.49520778052397	8.29188886774975e-11	1.81501155426174e-07
AT1G37150	8.13921036516881	-0.815476341925101	0.219206524110435	-3.72012806295067	0.000199121785307977	0.0473758343326772
AT1G54520	798.183842902708	-0.191872193128801	0.0503574163608152	-3.81020725435992	0.000138850341298576	0.035756413184524
AT1G60130	0.754414425872991	2.70188329721724	0.59427455460402	4.54652361654215	5.45392526831068e-06	0.00265291044884561
AT1G62460	1.15435003275648	-3.32559248234413	0.771448113913258	-4.31084401188654	1.62632603841476e-05	0.00684589435670397
AT1G64110	11.7622918558655	0.9724816922169	0.201255898123392	4.83206555079772	1.35123746229751e-06	0.000869918729771473
AT1G65450	2.61955761454159	-3.16171545892003	0.48883128620868	-6.46790732942224	9.93694030145969e-11	1.97736078416956e-07
AT1G66040	25.4736977167356	1.0948273548662	0.209549874576655	5.22466242023784	1.74473122051497e-07	0.000190952108429261
AT1G66050	30.2065983774183	1.22138740158074	0.181474660517863	6.7303468048671	1.6925917200559e-11	4.11657112892262e-08
AT1G66530	143.704015631985	-0.725240019924755	0.07183483747849	-10.0959373666283	5.75783195001174e-24	6.30165917769035e-20
AT1G67070	32.3458964949748	0.790894513493658	0.11185665120311	7.07060782695475	1.54256517433901e-12	5.62753485018443e-09
AT1G73330	2.4575369815227	-2.86210047033146	0.499153790362841	-5.73390511219191	9.8144251710897e-09	1.53448537549988e-05
AT1G73580	4.82332711289027	-1.73264335931071	0.358136068342723	-4.83794711693945	1.31187032412489e-06	0.000869918729771473
AT1G73620	2.30777555179556	1.1983757453947	0.291236783343075	4.114781558973	3.87546246029942e-05	0.0139065570153269
AT1G77960	1.65947273147993	-1.70029975113423	0.458872003506366	-3.70539003936125	0.000211065683479807	0.0492219077100623
AT1G78290	41.0210621264822	-0.642487323864569	0.165335300543403	-3.8859658025414	0.000101923855073537	0.0282406489076538
AT1G79560	318.247666590773	0.467401683178963	0.0960806369362162	4.86468135602859	1.14641348230872e-06	0.000865304990146746
AT1G80920	4194.80418441092	-1.20408151229149	0.265374071121486	-4.53729901795972	5.6979289386393e-06	0.00271134709864947
AT2G07240	9.1224795037591	1.77715429252755	0.479661844591381	3.70501492367292	0.000211378287027541	0.0492219077100623
AT2G10608	8.21240655982026	1.73658880726467	0.400140082736731	4.33995213723	1.425137533651e-05	0.00623896709481733
AT2G13770	1.37852387904543	-1.52025733074907	0.354736895312434	-4.28559123913543	1.82253828341599e-05	0.00752708311050806
AT2G16220	1.43080230354479	-2.34646053586453	0.469648622208272	-4.9962044492573	5.84696725591048e-07	0.000492247177940863
AT2G24960	28.9801130298839	-0.729904621077791	0.160224651389088	-4.55550762476179	5.2259219830845e-06	0.00259977741563038
AT2G26020	11.8522889616578	-2.9589158420525	0.589947064974364	-5.01556159480356	5.28787801957041e-07	0.000462985447881507
AT2G28100	85.9563259071419	-0.268290941174495	0.0673700942946089	-3.98234474782328	6.82386997092936e-05	0.0216474912744453
AT2G29060	0.748114825884221	-1.7058497526824	0.436202350780012	-3.91068445557897	9.20349437350903e-05	0.0265072747818078
AT2G33380	108.699905032041	-1.26211499477794	0.253384005630932	-4.98103655609691	6.32445901551209e-07	0.000512726234779793
AT2G35170	97.5865533332395	0.482501119623523	0.119370773264279	4.04203731306405	5.29887979884722e-05	0.0181229968620261
AT2G36680	93.2751010084936	-0.505361922408692	0.134280927736795	-3.76346761171665	0.000167573438746119	0.0416819886444749
AT2G38990	2.60410105659272	3.26278086059851	0.409794801401025	7.96198694918425	1.69298336641908e-15	7.41154258150946e-12
AT3G06125	14.4621315002785	-0.792521463621747	0.204183356741445	-3.88142048534008	0.000103848107125372	0.0284141402108407
